HOUSEHOLD_ID,MEMBER_ID,LINE_NUMBER,A01_LAST_NAME,A01_FIRST_NAME,A01_SUFFIX,A01_MIDDLE_NAME,A02_RELATION_TO_HH_HEAD,A05_SEX,A07_AGE,A09_MARITAL_STATUS,A17_SOLO_PARENT,A18_SOLO_PARENT_ID,A19_SENIOR_CITIZEN_ID,A20_A_SEEING,A20_B_HEARING,A20_C_WALKING,A20_D_REMEMBERING,A20_E_SELF_CARING,A20_F_COMMUNICATING,B06_OFI,C01_SIMPLE_LITERACY,C02_HGC_LEVEL,C03_CURRENTLY_ATTENDING_SCHOOL,C05_CURRENT_GRADE_LEVEL,C06_REASON_NOT_ATTENDING_SCHOOL,C07_TVET_GRADUATE,C08_TVET_CURRENTLY_ATTENDING,E01_WORK_PAST_WEEK,E03_JOB_OR_BUSINESS_PAST_WEEK,E11_NATURE_OF_EMPLOYMENT,E12_NUMBER_OF_HOURS_WORKED,E13_NUMBER_OF_DAYS_WORKED,E14_TOTAL_NUMBER_OF_HOURS_WORKED,E15_WANT_MORE_HOURS,E16_LOOKING_FOR_ADDITIONAL_WORK,E18_CLASS_OF_WORKER,E19_BASIS_OF_PAYMENT,E24_REASON_MORE_OR_LESS_HOURS,E25_TRY_LOOK_FOR_WORK_OR_DO_BUSINESS,E29_REASON_NOT_LOOKING_FOR_WORK,E31_AVAILABLE_FOR_WORK,E32_WILLING_TO_WORK,E39_OWNERSHIP_OF_AGRI_LAND,E40_LAND_USED_IN_AGRI_ACTIVITY
HH000378,HH000378-M03,03,Ramos,Liza,,Cruz,04,2,11,1,2,,,1,1,2,1,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000378,HH000378-M04,04,Ramos,Patricia,,Reyes,04,2,7,1,,,,1,1,1,1,1,1,,1,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
HH000379,HH000379-M01,01,Salazar,Jasmine,,Bautista,01,2,36,2,2,,,1,1,1,1,1,2,7,1,3,,,,2,2,1,,3,8,5,42,2,2,1,4,,,,,,2,
HH000379,HH000379-M02,02,Salazar,Noel,,Diaz,02,1,38,2,2,,,1,1,1,1,1,1,7,1,4,,,,2,2,1,,1,8,4,33,2,2,6,,25,,,,,2,
HH000379,HH000379-M03,03,Salazar,Ana,,Valdez,04,2,17,1,2,,,1,1,1,1,1,1,7,1,2,1,00034012,,2,2,2,1,2,6,0,0,1,1,3,,22,,,,,1,1
HH000379,HH000379-M04,04,Salazar,Joy,,Santos,04,2,15,1,2,,,1,1,1,1,1,1,7,1,2,1,00024013,,2,2,2,1,1,8,0,0,1,2,1,3,28,,,,,2,
HH000379,HH000379-M05,05,Salazar,Rommel,,Torres,03,1,6,1,,,,1,1,1,1,1,1,,1,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000379,HH000379-M06,06,Salazar,Marco,Jr.,Flores,03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000379,HH000379-M07,07,Salazar,Ella,,Soriano,12,2,69,1,2,,2,1,1,1,1,1,4,7,1,6,,,,2,2,2,1,2,4,0,0,1,2,0,3,22,,,,,2,
HH000379,HH000379-M08,08,Salazar,Christian,,Rivera,15,1,40,2,2,,,1,1,1,1,1,1,7,1,6,,,,1,2,1,,1,8,7,56,2,2,5,3,13,,,,,2,
HH000380,HH000380-M01,01,Aquino,Joshua,,Torres,01,1,35,2,2,,,1,1,1,1,2,1,7,1,6,,,,2,2,1,,2,8,5,40,2,2,2,1,,,,,,2,
HH000380,HH000380-M02,02,Aquino,Nicole,,Domingo,02,2,32,2,2,,,1,3,1,1,1,1,7,1,6,,,,2,2,1,,1,8,7,56,2,2,0,7,99,,,,,2,
HH000380,HH000380-M03,03,Aquino,Gabriel,,Aquino,03,1,18,1,2,,,1,1,2,1,1,1,7,1,2,2,,99,2,2,1,,1,8,3,24,2,2,1,0,24,,,,,2,
HH000380,HH000380-M04,04,Aquino,Gabriel,,Bautista,03,1,15,1,2,,,1,1,1,1,1,1,7,1,1,1,00024014,,2,2,2,2,,,,,,,,,,2,01,1,2,2,
HH000380,HH000380-M05,05,Aquino,Noel,,Navarro,03,1,7,1,,,,1,1,1,1,1,1,,2,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
HH000381,HH000381-M01,01,Rivera,Marco,,Lopez,01,1,40,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,2,2,,,,,,,,,,2,10,,,2,
HH000381,HH000381-M02,02,Rivera,Liza,,Castillo,02,2,37,2,2,,,1,1,1,1,1,2,7,1,4,,,,1,2,1,,1,8,6,46,1,2,1,3,,,,,,2,
HH000381,HH000381-M03,03,Rivera,Jerome,,Torres,03,1,3,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000382,HH000382-M01,01,Soriano,Catherine,,Cruz,01,2,29,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,2,8,6,48,2,2,1,3,,,,,,1,1
HH000382,HH000382-M02,02,Soriano,Noel,,Lopez,02,1,28,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,2,8,5,39,1,1,1,3,23,,,,,2,
HH000382,HH000382-M03,03,Soriano,Paolo,,Reyes,03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000383,HH000383-M01,01,Pascual,Mae,,Valdez,01,2,52,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,3,6,5,30,2,2,2,2,32,,,,,2,
HH000383,HH000383-M02,02,Pascual,Angelo,,Garcia,02,1,54,2,2,,,1,1,1,2,1,2,7,1,3,,,,2,2,1,,3,8,5,41,2,2,2,4,,,,,,2,
HH000383,HH000383-M03,03,Pascual,Rose,,Domingo,04,2,5,1,,,,1,1,1,1,1,1,,2,0,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000383,HH000383-M04,04,Pascual,Gabriel,,Castillo,03,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000384,HH000384-M01,01,Ramos,Juan,,Rivera,01,1,58,1,1,1,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,3,8,6,48,1,1,0,3,,,,,,2,
HH000384,HH000384-M02,02,Ramos,Catherine,,Mendoza,04,2,23,1,2,,,1,1,1,1,1,1,7,1,6,1,00034012,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000384,HH000384-M03,03,Ramos,Hanson,Jr.,Domingo,03,1,22,1,2,,,1,1,1,1,1,1,7,1,2,1,00034012,,1,2,1,,3,9,6,54,2,2,3,,14,,,,,2,
HH000384,HH000384-M04,04,Ramos,Hanson,,Mendoza,03,1,15,1,2,,,1,1,1,1,1,1,7,1,2,2,,06,2,2,2,1,2,8,0,0,1,2,4,,20,,,,,2,
HH000384,HH000384-M05,05,Ramos,Andrea,,Lopez,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000385,HH000385-M01,01,Navarro,Jerome,,Domingo,01,1,27,6,1,1,,1,1,2,1,1,1,7,1,4,,,,1,2,2,3,,,,,,,,,,2,01,2,2,2,
HH000385,HH000385-M02,02,Navarro,Rose,,Aguilar,04,2,9,1,,,,1,1,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000385,HH000385-M03,03,Navarro,Noel,,Flores,03,1,4,1,,,,,,,,,,,,,2,,14,,,,,,,,,,,,,,,,,,,
HH000386,HH000386-M01,01,Aguilar,Kristine,,Flores,01,2,41,2,2,,,1,1,1,1,2,1,7,1,3,,,,2,2,1,,1,8,5,41,2,2,1,3,,,,,,2,
HH000386,HH000386-M02,02,Aguilar,Jose,,Navarro,02,1,46,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,2,04,1,1,2,
HH000386,HH000386-M03,03,Aguilar,Sophia,,Garcia,04,2,22,2,2,,,1,1,1,1,1,1,7,1,6,1,00034012,,2,2,1,,2,8,7,56,1,1,3,,13,,,,,2,
HH000386,HH000386-M04,04,Aguilar,Nathan,,Santos,03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000387,HH000387-M01,01,Bernal,Ella,,Diaz,01,2,42,2,2,,,2,1,1,1,1,1,7,1,3,,,,2,2,1,,1,8,6,48,2,2,6,,,,,,,2,
HH000387,HH000387-M02,02,Bernal,Juan,,Soriano,02,1,42,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,2,04,2,2,2,
HH000387,HH000387-M03,03,Bernal,Liza,,Soriano,04,2,13,3,2,,,1,1,1,1,1,1,,1,2,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000388,HH000388-M01,01,Torres,Rose,,Santos,01,2,34,2,2,,,1,1,1,1,1,1,7,1,2,,,,1,2,2,2,,,,,,,,,,2,03,1,1,2,
HH000388,HH000388-M02,02,Torres,Juan,,Garcia,02,1,28,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,5,41,2,2,3,,,,,,,1,1
HH000388,HH000388-M03,03,Torres,Hanson,Jr.,Ramos,03,1,12,1,2,,,1,1,1,1,1,1,,1,1,2,,14,,,2,2,,,,,,,,,,,,,,,
HH000388,HH000388-M04,04,Torres,Rommel,Jr.,Cruz,03,1,9,1,,,,1,1,1,1,1,1,,1,1,2,,06,,,2,1,1,3,0,0,,,5,4,,,,,,,
HH000388,HH000388-M05,05,Torres,Joan,,Valdez,04,2,3,1,,,,,,,,,,,,,2,,06,,,,,,,,,,,,,,,,,,,
HH000388,HH000388-M06,06,Torres,Leah,,Fernandez,04,2,3,1,,,,,,,,,,,,,2,,14,,,,,,,,,,,,,,,,,,,
HH000389,HH000389-M01,01,Mendoza,Joshua,,Navarro,01,1,30,6,1,8,,1,1,1,1,2,1,7,1,6,,,,2,2,2,3,,,,,,,,,,2,99,,,2,
HH000389,HH000389-M02,02,Mendoza,Hanson,,Aguilar,03,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000390,HH000390-M01,01,Garcia,Michelle,,Diaz,01,2,58,2,2,,,2,1,1,1,1,1,7,1,6,,,,2,2,1,,3,8,5,39,2,2,3,,29,,,,,2,
HH000390,HH000390-M02,02,Garcia,Juan,,Valdez,02,1,63,2,2,,1,1,1,1,1,2,1,7,1,2,,,,2,2,1,,1,5,6,32,2,2,1,1,22,,,,,2,
HH000390,HH000390-M03,03,Garcia,Michelle,,Rivera,04,2,21,1,2,,,1,1,1,1,2,1,7,1,6,2,,06,1,1,2,2,,,,,,,,,,2,01,2,1,2,
HH000391,HH000391-M01,01,Bautista,Mae,,Ramos,01,2,28,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,2,8,4,32,1,2,2,4,31,,,,,2,
HH000391,HH000391-M02,02,Bautista,Daniel,,Domingo,02,1,26,2,2,,,1,1,3,1,1,1,7,1,6,,,,1,2,2,2,,,,,,,,,,2,99,,,2,
HH000391,HH000391-M03,03,Bautista,Angela,,Fernandez,04,2,6,1,,,,1,1,1,1,1,1,,1,1,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000392,HH000392-M01,01,Pascual,Sophia,,Ramos,01,2,51,2,2,,,2,1,1,1,1,1,7,1,3,,,,2,2,1,,2,8,5,39,1,2,3,,24,,,,,1,1
HH000392,HH000392-M02,02,Pascual,John,,Torres,02,1,45,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,2,3,,,,,,,,,,1,,1,1,2,
HH000392,HH000392-M03,03,Pascual,Leah,,Flores,04,2,22,3,2,,,1,1,1,1,1,1,7,1,5,2,,02,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000392,HH000392-M04,04,Pascual,Catherine,,Mendoza,04,2,20,1,2,,,1,1,1,3,1,1,7,1,6,1,00034012,,2,2,1,,3,8,6,46,2,2,1,6,,,,,,2,
HH000392,HH000392-M05,05,Pascual,Luis,,Castillo,03,1,5,1,,,,1,1,1,1,1,1,,2,0,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000393,HH000393-M01,01,De Vera,Nicole,,Castillo,01,2,48,2,2,,,1,1,1,1,1,1,7,1,3,,,,1,2,1,,1,8,7,58,2,2,5,4,12,,,,,2,
HH000393,HH000393-M02,02,De Vera,Rafael,,Cruz,02,1,44,2,2,,,1,1,1,1,1,2,7,1,6,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000394,HH000394-M01,01,Dela Cruz,Michelle,,Rivera,01,2,27,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,1,,1,8,5,40,2,2,1,3,,,,,,2,
HH000394,HH000394-M02,02,Dela Cruz,Marco,,Domingo,02,1,28,2,2,,,1,1,1,1,1,1,5,1,6,,,,2,2,1,,1,8,5,40,1,2,1,4,,,,,,2,
HH000394,HH000394-M03,03,Dela Cruz,Andrea,,Santos,04,2,7,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000394,HH000394-M04,04,Dela Cruz,Karen,,Castillo,04,2,5,1,,,,1,1,1,1,1,1,,1,0,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000395,HH000395-M01,01,Valdez,Rommel,III,Domingo,01,1,43,2,2,,,1,1,1,1,1,1,1,1,3,,,,2,2,,,,,,,,,,,,,,,,,
HH000395,HH000395-M02,02,Valdez,Maria,,Mendoza,02,2,37,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,2,1,1,8,0,0,1,2,1,5,22,,,,,2,
HH000395,HH000395-M03,03,Valdez,Liza,,Aquino,04,2,11,1,2,,,1,1,1,1,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000395,HH000395-M04,04,Valdez,Miguel,Jr.,Reyes,03,1,7,1,,,,1,1,1,1,1,1,,1,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
HH000395,HH000395-M05,05,Valdez,Gabriel,Jr.,Fernandez,03,1,6,1,,,,2,1,1,1,1,1,,2,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000396,HH000396-M01,01,Aguilar,Sophia,,Diaz,01,2,56,2,2,,,1,1,1,2,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,2,04,2,1,2,
HH000396,HH000396-M02,02,Aguilar,Carlo,,Fernandez,02,1,53,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,9,6,53,2,2,1,4,13,,,,,2,
HH000396,HH000396-M03,03,Aguilar,Angelo,,Aguilar,03,1,16,1,2,,,1,1,1,1,1,1,2,1,2,1,00034011,,2,2,,,,,,,,,,,,,,,,,
HH000396,HH000396-M04,04,Aguilar,Gabriel,,Flores,03,1,7,1,,,,1,1,1,1,1,1,,1,1,2,,15,,,2,2,,,,,,,,,,,,,,,
HH000396,HH000396-M05,05,Aguilar,Liza,,Fernandez,04,2,7,1,,,,1,1,1,1,1,1,,1,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
HH000396,HH000396-M06,06,Aguilar,Joshua,,Bautista,03,1,5,1,,,,1,1,2,1,1,1,,1,1,1,00002000,,,,1,,1,1,2,2,,,1,4,,,,,,,
HH000396,HH000396-M07,07,Aguilar,Daniel,,Bautista,11,1,89,4,2,,1,2,1,2,1,1,4,7,1,1,,,,2,2,1,,2,10,2,18,1,1,3,,30,,,,,2,
HH000397,HH000397-M01,01,Aguilar,Rafael,,Domingo,01,1,50,1,1,1,,1,2,1,1,1,1,7,1,6,,,,2,2,2,1,1,10,0,0,2,2,1,0,12,,,,,2,
HH000397,HH000397-M02,02,Aguilar,Rafael,,Domingo,03,1,16,1,2,,,1,1,1,1,1,1,7,1,2,1,00034011,,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000397,HH000397-M03,03,Aguilar,Grace,,Flores,04,2,10,1,2,,,1,1,1,1,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000398,HH000398-M01,01,Salazar,Jasmine,,Domingo,01,2,76,4,2,,1,1,1,1,2,1,1,7,1,1,,,,1,2,2,2,,,,,,,,,,2,07,,,1,1
HH000399,HH000399-M01,01,Salazar,Jasmine,,Reyes,01,2,30,5,1,2,,1,1,1,1,1,1,7,1,5,,,,2,2,1,,2,5,5,27,1,2,3,,28,,,,,2,
HH000399,HH000399-M02,02,Salazar,Angela,,Aquino,04,2,12,1,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000399,HH000399-M03,03,Salazar,Angelo,Jr.,Aguilar,03,1,3,1,,,,,,,,,,,,,1,00001000,,,,,,,,,,,,,,,,,,,,
HH000399,HH000399-M04,04,Salazar,Joan,,Reyes,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000399,HH000399-M05,05,Salazar,Rommel,,Fernandez,03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000400,HH000400-M01,01,Fernandez,Camille,,Domingo,01,2,25,1,1,1,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,2,8,5,42,2,2,3,,,,,,,2,
HH000400,HH000400-M02,02,Fernandez,Kristine,,Torres,04,2,7,1,,,,1,1,1,1,1,1,,1,1,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000401,HH000401-M01,01,Fernandez,Joshua,,Diaz,01,1,47,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,3,8,3,25,2,2,1,3,28,,,,,2,
HH000401,HH000401-M02,02,Fernandez,Joan,,Navarro,02,2,48,2,2,,,1,1,1,2,1,1,7,1,4,,,,2,2,1,,2,7,7,47,2,2,3,,,,,,,2,
HH000401,HH000401-M03,03,Fernandez,Camille,,Santos,04,2,4,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000402,HH000402-M01,01,Aguilar,Paolo,III,Soriano,01,1,34,2,2,,,2,3,1,1,2,1,7,1,1,,,,2,2,1,,2,12,7,84,2,2,3,,14,,,,,2,
HH000402,HH000402-M02,02,Aguilar,Mae,,Lopez,02,2,28,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,7,5,35,2,2,0,2,28,,,,,2,
HH000402,HH000402-M03,03,Aguilar,Rose,,Cruz,04,2,13,1,2,,,1,1,1,1,1,1,,1,2,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000403,HH000403-M01,01,Santos,Nathan,,Cruz,01,1,27,2,2,,,1,1,1,1,1,1,7,1,4,,,,2,1,1,,2,6,5,30,1,2,3,,28,,,,,2,
HH000403,HH000403-M02,02,Santos,Catherine,,Lopez,02,2,23,2,2,,,1,1,1,1,1,1,7,1,6,2,,08,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000403,HH000403-M03,03,Santos,Patricia,,Cruz,04,2,3,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000403,HH000403-M04,04,Santos,Maria,,Navarro,04,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000403,HH000403-M05,05,Santos,Joshua,,Santos,11,1,71,2,2,,2,1,2,2,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,2,06,,,2,
HH000404,HH000404-M01,01,Ramos,Miguel,,Navarro,01,1,46,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,2,2,,,,,,,,,,2,10,,,2,
HH000404,HH000404-M02,02,Ramos,Michelle,,Castillo,02,2,50,2,2,,,1,1,2,1,1,2,7,1,3,,,,2,2,1,,1,8,5,40,2,2,2,3,,,,,,2,
HH000404,HH000404-M03,03,Ramos,Vincent,,Bautista,03,1,23,2,2,,,1,1,1,1,1,1,7,1,6,2,,08,2,2,1,,2,10,2,22,2,2,5,2,25,,,,,2,
HH000404,HH000404-M04,04,Ramos,Miguel,,Lopez,03,1,13,1,2,,,1,1,1,1,1,3,,1,2,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000404,HH000404-M05,05,Ramos,Paolo,,Domingo,03,1,10,1,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000404,HH000404-M06,06,Ramos,Joan,,Mendoza,04,2,4,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000405,HH000405-M01,01,Soriano,Rommel,,Diaz,01,1,29,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,2,04,2,1,2,
HH000405,HH000405-M02,02,Soriano,Angela,,Valdez,02,2,34,2,2,,,2,1,1,1,1,1,7,1,6,,,,2,2,1,,2,8,5,40,2,2,4,,,,,,,2,
HH000406,HH000406-M01,01,Pascual,Lance,,Soriano,01,1,50,2,2,,,1,1,1,2,1,1,7,1,7,,,,2,2,1,,2,8,5,40,2,2,1,4,,,,,,2,
HH000406,HH000406-M02,02,Pascual,Rose,,Soriano,02,2,49,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,3,8,6,48,2,2,1,2,,,,,,1,1
HH000406,HH000406-M03,03,Pascual,Ella,,Santos,04,2,12,2,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000406,HH000406-M04,04,Pascual,Juan,,Castillo,03,1,11,1,2,,,1,1,1,1,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000406,HH000406-M05,05,Pascual,Patricia,,Aquino,12,2,93,4,2,,1,1,1,1,1,2,1,7,1,3,,,,2,2,2,2,,,,,,,,,,1,,2,1,2,
HH000407,HH000407-M01,01,Reyes,Sophia,,Diaz,01,2,58,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,5,42,2,2,3,,,,,,,2,
HH000407,HH000407-M02,02,Reyes,John,,Fernandez,02,1,59,2,2,,,1,1,2,1,1,1,7,1,3,,,,1,2,2,1,2,10,0,0,2,2,1,6,12,,,,,2,
HH000407,HH000407-M03,03,Reyes,Joan,,Cruz,04,2,21,1,2,,,1,1,1,3,1,1,7,1,3,2,,03,1,2,1,,1,8,5,40,2,2,1,3,,,,,,2,
HH000407,HH000407-M04,04,Reyes,Catherine,,Garcia,12,2,80,4,2,,1,1,1,1,1,1,2,7,1,2,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000407,HH000407-M05,05,Reyes,Angela,,Domingo,12,2,83,2,2,,1,2,1,1,2,1,1,7,1,1,,,,2,2,2,2,,,,,,,,,,2,04,2,1,2,
HH000407,HH000407-M06,06,Reyes,Marco,,Bautista,11,1,76,4,2,,1,1,1,1,2,1,1,7,1,3,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000408,HH000408-M01,01,Ramos,Angela,,Mendoza,01,2,41,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,3,8,7,56,2,2,1,1,12,,,,,2,
HH000408,HH000408-M02,02,Ramos,Mark,,Ramos,02,1,42,2,2,,,1,1,1,1,1,1,7,1,2,,,,1,2,1,,2,8,6,50,2,2,3,,12,,,,,2,
HH000408,HH000408-M03,03,Ramos,Mae,,Rivera,04,2,13,1,2,,,4,1,1,1,1,1,,1,1,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000408,HH000408-M04,04,Ramos,Christian,,Cruz,03,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000409,HH000409-M01,01,Cabrera,Luis,,Torres,01,1,40,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,3,8,4,30,1,2,4,,22,,,,,2,
HH000409,HH000409-M02,02,Cabrera,Bea,,Lopez,02,2,40,2,2,,,1,1,1,1,1,3,7,1,3,,,,1,2,1,,1,5,5,24,1,2,3,,20,,,,,1,1
HH000409,HH000409-M03,03,Cabrera,Jasmine,,Bautista,04,2,9,1,,,,1,1,2,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000409,HH000409-M04,04,Cabrera,Rafael,,Santos,03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000410,HH000410-M01,01,Navarro,John,,Ramos,01,1,38,2,2,,,1,1,1,1,1,1,1,1,2,,,,2,2,,,,,,,,,,,,,,,,,
HH000410,HH000410-M02,02,Navarro,Grace,,Aquino,02,2,36,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,2,12,5,60,2,2,1,7,12,,,,,1,1
HH000410,HH000410-M03,03,Navarro,Ana,,Aguilar,04,2,16,1,2,,,1,1,1,1,1,1,7,1,2,1,00034011,,2,2,2,1,2,6,0,0,2,2,1,3,20,,,,,1,2
HH000410,HH000410-M04,04,Navarro,Maria,,Aquino,16,2,38,2,2,,,1,1,1,1,1,2,7,1,2,,,,2,2,1,,2,6,5,32,1,2,3,,29,,,,,2,
HH000410,HH000410-M05,05,Navarro,Marco,,Valdez,11,1,70,4,2,,1,1,1,1,3,1,2,7,1,1,,,,2,2,1,,1,8,5,42,2,2,1,3,,,,,,1,1
HH000411,HH000411-M01,01,Rivera,Juan,,Santos,01,1,40,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,3,12,5,62,2,2,3,,12,,,,,2,
HH000411,HH000411-M02,02,Rivera,Bea,,Torres,02,2,34,2,2,,,1,1,1,2,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,2,99,,,2,
HH000411,HH000411-M03,03,Rivera,Patricia,,Torres,04,2,7,1,,,,1,1,1,1,2,1,,1,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
HH000412,HH000412-M01,01,Bautista,Marco,,Aquino,01,1,27,2,2,,,1,1,1,1,1,1,7,1,4,,,,2,2,1,,1,6,6,35,1,2,1,3,31,,,,,2,
HH000412,HH000412-M02,02,Bautista,Sophia,,Cruz,02,2,23,2,2,,,1,1,1,1,1,1,7,1,3,1,00034012,,2,2,1,,1,6,5,30,2,2,3,,25,,,,,2,
HH000412,HH000412-M03,03,Bautista,John,,Lopez,03,1,5,1,,,,1,1,1,1,1,2,,1,0,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000412,HH000412-M04,04,Bautista,Jerome,Jr.,Torres,03,1,4,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000412,HH000412-M05,05,Bautista,Catherine,,Diaz,04,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000412,HH000412-M06,06,Bautista,Carlo,,Rivera,11,1,70,2,2,,1,1,1,2,1,1,1,7,1,3,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000413,HH000413-M01,01,Garcia,Paolo,,Valdez,01,1,39,2,2,,,1,1,1,1,2,1,7,1,6,,,,2,2,2,2,,,,,,,,,,1,,2,1,1,1
HH000413,HH000413-M02,02,Garcia,Camille,,Bautista,02,2,33,2,2,,,1,1,1,2,1,1,7,1,5,,,,2,1,2,2,,,,,,,,,,2,03,2,1,2,
HH000413,HH000413-M03,03,Garcia,Joshua,,Domingo,03,1,21,1,2,,,1,1,1,1,1,1,7,1,3,2,,10,2,2,1,,2,10,6,59,2,2,0,6,12,,,,,2,
HH000413,HH000413-M04,04,Garcia,Michelle,,Navarro,04,2,19,1,2,,,1,1,3,1,1,1,7,1,6,1,00034012,,2,2,1,,3,8,3,26,1,1,3,,21,,,,,2,
HH000413,HH000413-M05,05,Garcia,Rafael,,Navarro,03,1,12,1,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000413,HH000413-M06,06,Garcia,Lance,,Lopez,03,1,9,1,,,,1,1,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000413,HH000413-M07,07,Garcia,Jerome,,Aguilar,03,1,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
